,Unnamed: 0,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>,<DAY>,<YEAR>,<WEEKDAY>,<MONTH>,Close,RSI,RSI_Buy,RSI_Sell,SMA,SMA_Buy,SMA_Sell,ROC,ROC_Buy,ROC_Sell,EMA,EMA_Buy,EMA_Sell,WMA,WMA_Buy,WMA_Sell,MACD,MACD_Buy,MACD_Sell,<CLOSE>X<VOL>,<CLOSE>2,<VOL>2,<CLOSE>XRSI,<CLOSE>2.1,RSI2,<CLOSE>XSMA,<CLOSE>2.2,SMA2,<CLOSE>XROC,<CLOSE>2.3,ROC2,<CLOSE>XEMA,<CLOSE>2.4,EMA2,<CLOSE>XWMA,<CLOSE>2.5,WMA2,<CLOSE>XMACD,<CLOSE>2.6,MACD2,RSI_Buy_SMA_Buy,RSI_Buy_ROC_Buy,RSI_Buy_EMA_Buy,RSI_Buy_WMA_Buy,RSI_Buy_MACD_Buy,SMA_Buy_ROC_Buy,SMA_Buy_EMA_Buy,SMA_Buy_WMA_Buy,SMA_Buy_MACD_Buy,ROC_Buy_EMA_Buy,ROC_Buy_WMA_Buy,ROC_Buy_MACD_Buy,EMA_Buy_WMA_Buy,EMA_Buy_MACD_Buy,WMA_Buy_MACD_Buy,RSI_Sell_SMA_Sell,RSI_Sell_ROC_Sell,RSI_Sell_EMA_Sell,RSI_Sell_WMA_Sell,RSI_Sell_MACD_Sell,SMA_Sell_ROC_Sell,SMA_Sell_EMA_Sell,SMA_Sell_WMA_Sell,SMA_Sell_MACD_Sell,ROC_Sell_EMA_Sell,ROC_Sell_WMA_Sell,ROC_Sell_MACD_Sell,EMA_Sell_WMA_Sell,EMA_Sell_MACD_Sell,WMA_Sell_MACD_Sell,Max<VOL>_30,Mean<VOL>_30,Min<VOL>_30,Std<VOL>_30,Var<VOL>_30,Ptp<VOL>_30,Percentile_10_<VOL>_30,Percentile_60_<VOL>_30,Percentile_90_<VOL>_30,quantile_5_<VOL>_30,quantile_95_<VOL>_30,quantile_99_<VOL>_30,Max<CLOSE>_30,Mean<CLOSE>_30,Min<CLOSE>_30,Std<CLOSE>_30,Var<CLOSE>_30,Ptp<CLOSE>_30,Percentile_10_<CLOSE>_30,Percentile_60_<CLOSE>_30,Percentile_90_<CLOSE>_30,quantile_5_<CLOSE>_30,quantile_95_<CLOSE>_30,quantile_99_<CLOSE>_30,MaxRSI_30,MeanRSI_30,MinRSI_30,StdRSI_30,VarRSI_30,PtpRSI_30,Percentile_10_RSI_30,Percentile_60_RSI_30,Percentile_90_RSI_30,quantile_5_RSI_30,quantile_95_RSI_30,quantile_99_RSI_30,MaxMACD_30,MeanMACD_30,MinMACD_30,StdMACD_30,VarMACD_30,PtpMACD_30,Percentile_10_MACD_30,Percentile_60_MACD_30,Percentile_90_MACD_30,quantile_5_MACD_30,quantile_95_MACD_30,quantile_99_MACD_30,Max<VOL>_120,Mean<VOL>_120,Min<VOL>_120,Std<VOL>_120,Var<VOL>_120,Ptp<VOL>_120,Percentile_10_<VOL>_120,Percentile_60_<VOL>_120,Percentile_90_<VOL>_120,quantile_5_<VOL>_120,quantile_95_<VOL>_120,quantile_99_<VOL>_120,Max<CLOSE>_120,Mean<CLOSE>_120,Min<CLOSE>_120,Std<CLOSE>_120,Var<CLOSE>_120,Ptp<CLOSE>_120,Percentile_10_<CLOSE>_120,Percentile_60_<CLOSE>_120,Percentile_90_<CLOSE>_120,quantile_5_<CLOSE>_120,quantile_95_<CLOSE>_120,quantile_99_<CLOSE>_120,MaxRSI_120,MeanRSI_120,MinRSI_120,StdRSI_120,VarRSI_120,PtpRSI_120,Percentile_10_RSI_120,Percentile_60_RSI_120,Percentile_90_RSI_120,quantile_5_RSI_120,quantile_95_RSI_120,quantile_99_RSI_120,MaxMACD_120,MeanMACD_120,MinMACD_120,StdMACD_120,VarMACD_120,PtpMACD_120,Percentile_10_MACD_120,Percentile_60_MACD_120,Percentile_90_MACD_120,quantile_5_MACD_120,quantile_95_MACD_120,quantile_99_MACD_120,Close_Anterior,Gap_Target
134074,134074,114870,114880,114480,114750,12282,35417,5,15,2021,4,10,114750.0,77.63157894736842,0,-1,114545.5,1,0,0.1483679525222658,1,0,114637.624445512,1,0,1.0,1,0,53.845892123456,1,0,13167562500.0,4064100750.0,1254363889.0,13167562500.0,8908223.684210526,6026.662049861497,13167562500.0,13144096125.0,13120671570.25,13167562500.0,17025.22255193001,0.0220130493356493,13167562500.0,13154667405.1225,13141784938.510248,13167562500.0,13148415290.32258,13129295922.97653,13167562500.0,6178816.121166576,2899.3800985708604,0_1,0_1,0_1,0_1,0_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,-1_0,-1_0,-1_0,-1_0,-1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,35417.0,10501.433333333332,3254.0,8127.767325798142,66060601.70231189,32163.0,3626.9,9156.8,22063.500000000004,3420.85,28429.249999999975,34389.530000000006,114750.0,114545.5,114440.0,74.20091541059061,5505.775847769623,310.0,114463.5,114553.0,114622.5,114447.25,114650.5,114722.45,83.6734693877551,68.54137275381068,55.73770491803279,7.46223594508586,55.68496530013146,27.935764469722315,58.97435897435897,71.13157894736842,76.99392712550608,57.428872497365646,79.17334096109839,82.73425022182786,53.845892123456,37.07507580315238,26.0945335028664,7.330220056728909,53.73212608007078,27.7513586205896,27.502279550698585,37.83823228163237,45.60463517738827,26.35679603763492,46.398944674507945,51.73590847691609,91665.0,22230.658333333333,3254.0,17584.385274172502,309210605.4705348,88411.0,6282.9,21190.6,42555.10000000002,4968.05,58712.349999999984,87516.93000000002,114750.0,114317.91666666669,113830.0,219.4689764918896,48166.63164239758,920.0,113960.0,114410.0,114547.0,113928.25,114610.0,114653.1,92.04545454545456,57.960022819234375,18.75,16.657633415281865,277.4767509979149,73.29545454545455,34.799604156358235,64.28571428571428,77.66842105263159,27.039846278317142,80.5183066361556,84.17895091921066,107.73944731426307,20.87049680220516,-77.72612458857475,45.55490619552398,2075.2494784829887,185.46557190283784,-46.78773855826876,36.155964801125805,82.00780390205037,-62.75925955455095,96.4154113308221,106.58009870817116,114655.0,-1
135678,135678,112390,112425,112245,112255,8054,28909,5,20,2021,2,10,112255.0,50.0,0,0,112165.0,1,0,0.0534783189981791,1,0,112099.1558503176,1,0,0.0,1,0,-9.56016997245024,0,-1,12601185025.0,3245179795.0,835730281.0,12601185025.0,5612750.0,2500.0,12601185025.0,12591082075.0,12580987225.0,12601185025.0,6003.208699140597,0.002859930602871,12601185025.0,12583690739.977402,12566220742.353792,12601185025.0,12587501985.430107,12573833803.635218,12601185025.0,-1073176.8802574016,91.3968499021392,0_1,0_1,0_1,0_1,0_0,1_1,1_1,1_1,1_0,1_1,1_1,1_0,1_1,1_0,1_0,0_0,0_0,0_0,0_0,0_-1,0_0,0_0,0_0,0_-1,0_0,0_0,0_-1,0_0,0_-1,0_-1,35968.0,14098.566666666668,6387.0,6946.196859127832,48249650.80575736,29581.0,8111.6,14091.8,23609.7,7113.95,26948.349999999988,33920.89000000001,112320.0,112165.0,111940.0,106.46352776210496,11334.482743552497,380.0,111984.0,112224.0,112255.0,111964.0,112268.75,112308.4,63.12056737588653,49.452062528031306,35.593220338983045,8.276176833330942,68.49510297656377,27.527347036903485,38.095238095238095,51.548451548451546,59.68162522741056,36.7606915377616,62.51042970379641,63.12056737588653,114.6345970017137,53.50753090181146,-35.401956323723425,47.06183241502385,2214.8160702597897,150.03655332543713,-20.276507228153054,64.50889871507242,107.9156610037724,-26.62509519784289,111.17486531526956,113.79401384997792,212974.0,35812.84166666667,6387.0,33880.2140389888,1147868903.3276937,206587.0,9203.9,29397.799999999992,74314.00000000006,8146.45,98701.09999999998,162313.01,112460.0,111794.29166666669,110935.0,380.6409321682884,144887.51924194355,1525.0,111245.0,111975.0,112241.0,111068.25,112256.25,112401.45,88.6426592797784,49.37029451330996,6.024096385542165,15.999307084707803,255.9778271907813,82.61856289423623,31.427158679927672,53.235772357723576,68.3519970984268,17.275641025641026,73.85179434092476,84.30120441318563,201.45992749143625,23.419267100807826,-174.79153114563087,93.67175386325415,8774.39747181807,376.2514586370671,-110.20094444933638,51.61297859680781,140.38459668838192,-155.24911389375848,184.94520760280795,195.52057183441792,112150.0,-1
141002,141002,107500,107525,107290,107405,13905,27035,5,4,2021,3,11,107405.0,69.73684210526315,0,0,107107.33333333331,1,0,0.2660567587752016,1,0,107288.1561660656,1,0,-1.0,1,0,100.97403043106895,1,0,11535834025.0,2903694175.0,730891225.0,11535834025.0,7490085.526315789,4863.227146814404,11535834025.0,11503863136.666666,11471980853.777777,11535834025.0,28575.82617625053,0.0707861988899658,11535834025.0,11523284413.016275,11510748453.51408,11535834025.0,11512074422.150536,11488363755.401089,11535834025.0,10845115.738448964,10195.754821494442,0_1,0_1,0_1,0_1,0_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,54424.0,14326.7,3398.0,9786.441976638023,95774446.56210276,51026.0,5918.0,14212.2,22775.000000000007,5397.35,26997.2,46481.19000000002,107405.0,107107.33333333331,106910.0,155.25692456533778,24104.712625486984,495.0,106949.5,107122.0,107307.5,106936.75,107371.25,107405.0,77.41935483870968,60.9239344296002,41.463414634146346,9.632608172135557,92.78714019789268,35.95594020456333,46.93376475066616,64.61386138613861,69.94057724957555,43.123497080041226,73.03912783751493,76.44922341696535,101.1040192321234,65.6356638695904,32.69817437045276,22.004577954786487,484.2014509682754,68.40584486167063,45.3516995946382,61.10255059459013,98.98871142654389,36.57525053101199,100.38258605137308,101.0663224798176,116790.0,28194.066666666666,3398.0,20893.923835393565,436556053.2392274,113392.0,10059.1,26227.8,51142.60000000003,7353.45,64564.44999999997,112606.01,107405.0,106909.95833333331,106465.0,197.46129901083188,38990.96460704516,940.0,106686.0,106950.0,107225.0,106559.25,107295.5,107395.5,95.86776859504133,52.87538510639036,1.0,19.901349333904587,396.0637053101045,94.86776859504133,25.8710951969379,58.71738168951792,75.82889200561011,15.743081893524373,85.9382183908046,93.68260869565218,327.61140707288,53.72868876142335,-86.80343856307445,88.8073447870444,7886.744488124981,414.4148456359544,-38.82162738068,56.43401778826371,167.52095130054954,-77.87855332035251,267.539833339909,318.0182602578477,107330.0,-1
141537,141537,104600,104605,104000,104365,19913,46307,5,5,2021,4,11,104365.0,56.725146198830416,0,0,104210.16666666669,1,0,0.1487381249400288,1,0,104170.16096202342,1,0,1.0,1,0,-18.049406703969,0,-1,10892053225.0,4832830055.0,2144338249.0,10892053225.0,5920119.883040937,3217.742211278685,10892053225.0,10875894044.166668,10859758836.694445,10892053225.0,15523.054409366106,0.0221230298106756,10892053225.0,10871718848.801577,10851422434.853868,10892053225.0,10874018279.67742,10856013196.424557,10892053225.0,-1883726.3306597243,325.781082365281,0_1,0_1,0_1,0_1,0_0,1_1,1_1,1_1,1_0,1_1,1_1,1_0,1_1,1_0,1_0,0_0,0_0,0_0,0_0,0_-1,0_0,0_0,0_0,0_-1,0_0,0_0,0_-1,0_0,0_-1,0_-1,46307.0,14731.433333333332,5732.0,8142.9567606478495,66307744.80578052,40575.0,7252.3,15928.0,20376.800000000007,5880.65,25305.799999999992,40558.040000000015,104365.0,104210.16666666669,104030.0,73.10223499252453,5343.936760902278,335.0,104109.0,104237.0,104282.0,104094.5,104305.5,104349.05,60.80402010050251,46.855867334488266,28.301886792452837,8.370635964280826,70.0675464465116,32.50213330804968,36.528683181225546,49.40786749482401,56.64190237498508,35.584351596373665,57.368421052631575,59.96032795556731,19.991869649136788,0.1873338912211087,-39.05126750691852,16.017396003383634,256.55697472921,59.04313715605531,-22.311157339178315,8.984284859543548,15.04943932958122,-29.20429968864409,17.622877656190383,19.832130914401787,81732.0,25297.83333333333,3898.0,15848.488340995862,251174582.69468176,77834.0,8852.8,24531.4,46589.50000000001,6468.25,62364.1,69182.17,104555.0,104222.875,103880.0,127.45350515006122,16244.395975036685,675.0,104075.0,104235.0,104412.0,104044.5,104485.25,104543.1,76.69172932330827,50.5973887182197,22.58064516129032,12.491905713599913,156.04770835747016,54.111084162017946,33.336457357075915,54.84010840108402,65.3628688384786,28.26610279765778,69.08361018826135,72.45993975903615,100.00150276064232,3.98416956875141,-80.21425255392387,40.59522348246922,1647.9721695916207,180.2157553145662,-45.06969334499445,8.73856827887066,73.24230433914202,-56.328193030768304,85.41415479836651,97.81921890398344,104030.0,-1
142637,142637,105840,105855,105475,105625,9469,23746,5,9,2021,1,11,105625.0,76.31578947368422,0,-1,105457.16666666669,1,0,0.1517090978049529,1,0,105494.68614340512,1,0,1.0,1,0,13.161934427407688,1,0,11156640625.0,2508171250.0,563872516.0,11156640625.0,8060855.263157896,5824.099722991691,11156640625.0,11138913229.166668,11121214001.361113,11156640625.0,16024.27345564815,0.0230156503567927,11156640625.0,11142876223.897167,11129128804.495554,11156640625.0,11138836565.860214,11121060918.904034,11156640625.0,1390229.3238949368,173.2365178713797,0_1,0_1,0_1,0_1,0_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,-1_0,-1_0,-1_0,-1_0,-1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,36551.0,9163.166666666666,1587.0,7427.459314452963,55167151.86785407,34964.0,2123.8,9034.4,18059.5,2092.85,21205.299999999985,32837.55000000001,105625.0,105457.16666666669,105385.0,61.14825570447452,3739.1091756998007,240.0,105409.5,105447.0,105558.5,105402.25,105592.75,105616.3,76.31578947368422,47.87752593795973,23.456790123456784,13.48777794954798,181.92015401631272,52.85899935022744,29.10602910602911,51.47058823529412,62.38532110091743,25.67567567567568,68.35508463625789,75.42364714603411,17.431540698744357,-11.772123191310676,-26.90033534792019,13.48788657092398,181.92308415011144,44.33187604666455,-24.06473308918503,-14.49684778431838,13.309391442788185,-24.58493233585541,15.986905743357775,17.333009928336686,73803.0,20487.33333333333,1587.0,13928.53483057718,194004082.5266017,72216.0,6033.200000000001,20220.4,36691.70000000001,3779.7,48289.1,69988.89000000001,105755.0,105532.54166666669,105315.0,110.41745797256776,12192.015025123765,440.0,105415.0,105540.0,105711.5,105404.75,105735.25,105750.0,78.43137254901961,51.26654401620464,13.924050632911404,15.548902652147063,241.768373685946,64.50732191610821,24.90740740740741,58.46666666666666,66.79012345679013,20.206582633053223,71.58333333333333,75.95532435740515,50.94981632661074,4.051105398190824,-67.3376017363189,34.73530631660287,1206.5415049082314,118.28741806292965,-45.72942190544563,25.224735588431937,44.62281063108094,-53.71975257478334,46.22149710617087,49.98511259194944,105595.0,-1
143767,143767,107550,107700,107500,107595,18807,35068,5,11,2021,3,11,107595.0,88.27838827838828,0,-1,106670.5,1,0,0.9902384081096338,1,0,106936.3584555209,1,0,1.0,1,0,125.21464520374138,1,0,11576684025.0,3773141460.0,1229764624.0,11576684025.0,9498313.186813189,7793.07383702988,11576684025.0,11477212447.5,11378595570.25,11576684025.0,106544.70152055605,0.9805721048955016,11576684025.0,11505817488.02177,11435384759.727655,11576684025.0,11483161988.225807,11390395467.56862,11576684025.0,13472469.750696557,15678.707373498835,0_1,0_1,0_1,0_1,0_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,-1_0,-1_0,-1_0,-1_0,-1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,35068.0,10074.366666666669,3628.0,6753.73559714386,45612944.51612814,31440.0,4603.2,9825.0,16280.400000000003,4558.05,21776.099999999988,31813.91000000001,107595.0,106670.5,106515.0,203.28911800444587,41326.46549902552,1080.0,106540.0,106630.0,106848.0,106529.0,106910.75,107405.05,88.27838827838828,50.64207249681303,14.285714285714292,18.645813514800857,347.6663616287303,73.99267399267399,24.56197274497079,57.1587433972755,72.8523489932886,19.079601990049756,79.54117794643417,85.98606689260896,125.21464520374138,2.1243401759202243,-28.7120143318607,32.38309591169127,1048.664900825796,153.92665953560208,-26.79677766500536,-0.4228434614924484,33.93552058032803,-27.43379085833949,54.701898952776496,106.7723409738478,94947.0,25126.858333333334,3628.0,16759.52148957699,280881560.5595929,91319.0,6329.7,25604.6,45503.70000000001,5101.2,59709.9,83035.74000000002,107595.0,106615.25,106255.0,178.22048700357266,31762.54198779061,1340.0,106415.0,106630.0,106840.0,106354.0,106875.0,106934.3,88.27838827838828,46.17884031904766,10.389610389610397,18.73724078527624,351.0841922454193,77.88877788877788,21.86698717948718,55.21726941407345,70.10526315789474,18.425925925925927,74.10225442834138,80.94670371305885,125.21464520374138,-18.134018352473625,-159.9692931716272,60.2670770281659,3632.1205735188814,285.1839383753686,-94.99585681907338,-0.9781982410408158,62.21568224524823,-129.3158444558081,86.55017929488749,97.41336565757126,106940.0,-1
148288,148288,106850,106985,106850,106965,11489,25874,5,10,2021,4,12,106965.0,74.29718875502007,0,-1,106273.83333333331,1,0,0.7677814413565631,1,0,106403.26897646955,1,0,1.0,1,0,58.48898978550278,1,0,11441511225.0,2767612410.0,669463876.0,11441511225.0,7947198.795180722,5520.072256899081,11441511225.0,11367580582.5,11294127651.36111,11441511225.0,82125.74187470478,0.5894883416915616,11441511225.0,11381425666.068066,11321655648.878927,11441511225.0,11370250681.935484,11299433967.04174,11441511225.0,6256274.792406305,3420.961926128649,0_1,0_1,0_1,0_1,0_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,-1_0,-1_0,-1_0,-1_0,-1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,25874.0,11423.233333333334,3965.0,5659.976000216712,32035328.32302917,21909.0,5476.3,12148.999999999998,17628.1,4497.5,21235.89999999998,25384.77,106965.0,106273.83333333331,106110.0,153.24469570716198,23483.936762380672,855.0,106154.5,106282.0,106360.0,106133.5,106387.5,106804.05,79.03225806451613,45.80289822575424,15.873015873015872,17.55208001161866,308.07551273426327,63.159242191500255,27.090643274853807,49.12621359223301,72.117218875502,20.153846153846143,75.88987529063623,78.49886813808716,58.48898978550278,-1.4009733786733705,-34.942937174637336,19.615942528769924,384.7852012920047,93.43192696014012,-22.068067147629336,0.7389708209433561,21.35558880938188,-26.939997816010877,23.534878105017555,48.5492000389843,121967.0,23762.625,3965.0,15642.612480373196,244691325.21112728,118002.0,8651.7,23958.0,43995.3,6674.85,47200.94999999999,63773.15,106965.0,106301.70833333331,106015.0,154.63089117771622,23910.712506414715,950.0,106110.0,106327.0,106506.0,106064.0,106570.25,106632.15,87.23404255319149,45.127412070514005,15.873015873015872,16.457351232455764,270.8444095884132,71.36102668017561,25.25234259411474,48.46509477577438,68.84469696969698,22.5,77.28494623655914,84.23559044048734,58.48898978550278,-25.92136054154107,-91.22436608096176,38.785121378378506,1504.2856403355534,149.71335586646455,-72.34527920902765,-17.495269652607387,32.93746518042173,-75.3557134857023,42.826596669476565,47.00419290931401,106410.0,-1
154500,154500,107100,107145,107000,107015,8868,19686,5,28,2021,1,12,107015.0,80.0,0,-1,106707.66666666669,1,0,0.3234273928939712,1,0,106824.19235633912,1,0,-1.0,1,0,55.21457365756214,1,0,11452210225.0,2106697290.0,387538596.0,11452210225.0,8561200.0,6400.0,11452210225.0,11419320948.333334,11386526125.444445,11452210225.0,34611.58245054833,0.1046052784741912,11452210225.0,11431790945.01363,11411408072.58414,11452210225.0,11422275943.172045,11392419904.863106,11452210225.0,5908787.599964012,3048.649144186355,0_1,0_1,0_1,0_1,0_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,-1_0,-1_0,-1_0,-1_0,-1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,33392.0,10621.566666666668,2354.0,6908.6406402011735,47729315.49543928,31038.0,4406.900000000001,9560.999999999998,19491.8,3995.15,19614.0,29417.260000000013,107015.0,106707.66666666669,106600.0,82.13459645879948,6746.091935449836,415.0,106665.0,106682.0,106786.5,106659.5,106875.25,106981.65,80.0,49.81889733439179,30.769230769230774,12.572172878350466,158.05953088313103,49.230769230769226,33.33333333333333,50.98039215686275,67.125,33.33333333333333,73.61805555555554,78.71111111111111,55.21457365756214,3.3188374876825644,-9.05031228234293,13.955694424427202,194.7614068679885,64.26488593990507,-6.255147789287729,-1.2355717672588071,17.531777682696717,-8.432956760779053,32.31856672799619,50.07171259949815,39342.0,15070.791666666666,2354.0,8179.621482370679,66906207.5948599,36988.0,6111.7,16717.199999999997,27043.200000000004,5254.4,31885.3,35778.35,107015.0,106734.125,106600.0,87.30960662180281,7622.967408453954,415.0,106660.0,106720.0,106870.5,106634.75,106900.25,106919.05,83.33333333333333,46.262608438476605,15.151515151515156,16.464091474716803,271.06630808784246,68.18181818181817,24.191063174114028,48.88888888888888,70.05882352941177,16.95025728987994,75.68402777777777,82.98148148148148,55.21457365756214,-8.391711017724932,-48.37524096458219,18.884066417280472,356.60796445226015,103.58981462214432,-35.038026118653946,-2.4919149478781044,15.072868849617969,-43.68251587807463,18.84598724206953,35.301057512614086,106900.0,-1
155065,155065,106100,106100,106015,106095,5564,13548,5,29,2021,2,12,106095.0,76.47058823529412,0,-1,105982.33333333331,1,0,0.1368570080226616,1,0,105998.4807313787,1,0,1.0,1,0,6.935263158447924,1,0,11256149025.0,1437375060.0,183548304.0,11256149025.0,8113147.05882353,5847.750865051903,11256149025.0,11244195655.0,11232254978.777777,11256149025.0,14519.844266164288,0.0187298406449148,11256149025.0,11245908813.195623,11235677917.360462,11256149025.0,11243872806.774197,11231609977.277838,11256149025.0,735796.7447955325,48.09787507692508,0_1,0_1,0_1,0_1,0_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,-1_0,-1_0,-1_0,-1_0,-1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,32569.0,9461.5,2144.0,6696.758421961478,44846573.36211199,30425.0,3367.0,10112.0,15702.5,3009.55,18658.999999999985,29169.33000000001,106095.0,105982.33333333331,105915.0,43.08638718471195,1856.4367606309104,180.0,105929.5,105990.0,106045.5,105919.5,106052.75,106083.4,79.41176470588235,47.56551835911297,30.434782608695656,14.716657274265469,216.58000132819072,48.97698209718669,31.84840425531915,44.04761904761904,67.73388773388774,30.80163043478261,73.2126696832579,78.55882352941177,6.935263158447924,-8.258015628158562,-20.97253431098943,8.325355488917147,69.31154401684287,27.907797469437355,-18.79083458702662,-5.922394138685199,4.338055406424974,-19.750528823624336,4.729590422428736,6.33526499063839,41606.0,13488.833333333334,2144.0,8020.498267523938,64328392.45935449,39462.0,5068.1,13075.6,24274.9,3842.95,32372.35,36670.73,106095.0,105974.0,105880.0,51.81820163005359,2685.1260201728883,215.0,105904.5,105985.0,106045.5,105890.0,106055.0,106085.0,84.375,51.73008422321944,18.91891891891892,14.826866382155629,219.8359667142967,65.45608108108108,33.86904761904762,55.66755083996463,71.90972222222223,31.419642857142858,74.56821026282853,83.48093841642229,28.984990100667343,4.833093527462188,-20.97253431098943,13.777190600783774,189.8109808503248,49.95752441165678,-13.650610707810849,11.955901886403437,21.33675913983898,-15.14597461706653,24.257035613431068,28.14598893492032,105960.0,-1
155630,155630,105200,105330,105180,105235,6950,14661,5,30,2021,3,12,105235.0,52.67857142857144,0,0,105165.16666666669,1,0,0.0903557161879398,1,0,105127.4424804854,1,0,1.0,1,0,-26.347857319764444,0,-1,11074405225.0,1542850335.0,214944921.0,11074405225.0,5543629.464285716,2775.031887755103,11074405225.0,11067056314.166668,11059712280.02778,11074405225.0,9508.583793037846,0.0081641554478355,11074405225.0,11063086409.43388,11051779162.487764,11074405225.0,11065298437.04301,11056199137.848192,11074405225.0,-2772716.7650454114,694.2095853426648,0_1,0_1,0_1,0_1,0_0,1_1,1_1,1_1,1_0,1_1,1_1,1_0,1_1,1_0,1_0,0_0,0_0,0_0,0_0,0_-1,0_0,0_0,0_0,0_-1,0_0,0_0,0_-1,0_0,0_-1,0_-1,19789.0,9033.4,2690.0,4612.188444580164,21272282.24831879,17099.0,3741.7,9006.4,16751.500000000004,3278.35,18398.35,19440.13,105235.0,105165.16666666669,104995.0,54.63804597935175,2985.316068441756,240.0,105110.0,105197.0,105225.0,105104.5,105227.75,105233.55,56.16438356164384,37.759994003399264,10.63829787234043,11.777536123064811,138.71035713009653,45.52608568930341,19.764705882352946,41.949152542372886,52.69642857142858,17.24886877828054,54.258687258687246,55.94427989633469,-13.20396107417764,-25.049888108848243,-39.000127113366034,6.73092650673513,45.30537163906957,25.796166039188392,-32.642692788710704,-22.351548869954424,-17.236763205393796,-33.89814641162084,-16.028365882741493,-14.005640004993472,42181.0,11518.525,2690.0,6443.710176573078,41521400.83967145,39491.0,5208.9,11612.799999999996,18568.0,4475.95,20908.1,39249.55000000002,105410.0,105264.54166666669,104995.0,79.36194015559028,6298.317545259492,415.0,105160.0,105292.0,105370.0,105115.0,105380.0,105405.0,80.0,45.06717182310401,10.63829787234043,14.05558853560754,197.5595690823021,69.36170212765957,28.36734693877551,48.83720930232558,66.66666666666666,23.35294117647059,70.01351351351352,77.25,31.070585732959444,-7.19876609835701,-39.000127113366034,18.671081099777503,348.60926943446884,70.07071284632548,-31.45181674091,-1.7116333579790115,18.062671347093424,-32.940059155531344,21.963284313603054,29.733358250841704,104995.0,-1
157325,157325,104570,104670,104540,104555,5619,15218,5,5,2022,2,1,104555.0,71.96261682242991,0,-1,104385.83333333331,1,0,0.2396817026988129,1,0,104396.1479530758,1,0,-1.0,1,0,9.489087326161098,1,0,10931748025.0,1591117990.0,231587524.0,10931748025.0,7524051.401869159,5178.618219931872,10931748025.0,10914060804.166666,10896402200.694445,10931748025.0,25059.920425674387,0.0574473186086021,10931748025.0,10915139249.23384,10898555707.440496,10931748025.0,10911963520.806452,10892214823.018732,10931748025.0,992131.5253867736,90.04277828351117,0_1,0_1,0_1,0_1,0_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,-1_0,-1_0,-1_0,-1_0,-1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,17896.0,8459.266666666666,3347.0,3829.534516902548,14665334.616148032,14549.0,4698.2,8180.799999999999,14466.0,4432.95,15074.0,17119.38,104555.0,104385.83333333331,104270.0,75.63619046331324,5720.833307802596,285.0,104299.0,104430.0,104467.5,104281.75,104490.0,104536.15,71.96261682242991,44.10364461709051,15.686274509803908,18.65525598192286,348.0185757510687,56.276342312626,20.75,55.09502262443439,66.83544303797467,18.16666666666666,70.2665359244072,71.92444385941819,32.03594992941362,-0.1616968338828883,-34.170256654921104,23.381798040186872,546.7084795920867,66.20620658433472,-30.29254726317449,13.311142047200692,27.94999851753528,-31.25338216285745,29.588174641031216,31.407190733170285,83733.0,14853.45,3347.0,10931.259944024636,119492443.9638375,80386.0,5664.8,14297.399999999998,24197.90000000001,5164.05,37111.59999999999,50006.420000000006,104690.0,104402.04166666669,104265.0,97.66495580938036,9538.44359324822,425.0,104314.5,104385.0,104565.0,104300.0,104586.5,104680.25,85.18518518518519,48.45771792539602,15.686274509803908,15.469399239369084,239.3023128269928,69.49891067538128,24.5562435500516,55.21507064364207,64.46610169491525,21.578779366700704,68.52825815653412,82.674025974026,44.47093387146015,-7.05509456760968,-61.313315142004285,27.326544528861973,746.7400358878762,105.78424901346445,-49.408344293013215,1.6836667427298366,27.108530236630767,-56.10384290761431,32.20090960537126,43.01485994704199,104435.0,-1
