,Unnamed: 0,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>,<DAY>,<YEAR>,<WEEKDAY>,<MONTH>,Close,RSI,RSI_Buy,RSI_Sell,SMA,SMA_Buy,SMA_Sell,ROC,ROC_Buy,ROC_Sell,EMA,EMA_Buy,EMA_Sell,WMA,WMA_Buy,WMA_Sell,MACD,MACD_Buy,MACD_Sell,<CLOSE>X<VOL>,<CLOSE>2,<VOL>2,<CLOSE>XRSI,<CLOSE>2.1,RSI2,<CLOSE>XSMA,<CLOSE>2.2,SMA2,<CLOSE>XROC,<CLOSE>2.3,ROC2,<CLOSE>XEMA,<CLOSE>2.4,EMA2,<CLOSE>XWMA,<CLOSE>2.5,WMA2,<CLOSE>XMACD,<CLOSE>2.6,MACD2,RSI_Buy_SMA_Buy,RSI_Buy_ROC_Buy,RSI_Buy_EMA_Buy,RSI_Buy_WMA_Buy,RSI_Buy_MACD_Buy,SMA_Buy_ROC_Buy,SMA_Buy_EMA_Buy,SMA_Buy_WMA_Buy,SMA_Buy_MACD_Buy,ROC_Buy_EMA_Buy,ROC_Buy_WMA_Buy,ROC_Buy_MACD_Buy,EMA_Buy_WMA_Buy,EMA_Buy_MACD_Buy,WMA_Buy_MACD_Buy,RSI_Sell_SMA_Sell,RSI_Sell_ROC_Sell,RSI_Sell_EMA_Sell,RSI_Sell_WMA_Sell,RSI_Sell_MACD_Sell,SMA_Sell_ROC_Sell,SMA_Sell_EMA_Sell,SMA_Sell_WMA_Sell,SMA_Sell_MACD_Sell,ROC_Sell_EMA_Sell,ROC_Sell_WMA_Sell,ROC_Sell_MACD_Sell,EMA_Sell_WMA_Sell,EMA_Sell_MACD_Sell,WMA_Sell_MACD_Sell,Max<VOL>_30,Mean<VOL>_30,Min<VOL>_30,Std<VOL>_30,Var<VOL>_30,Ptp<VOL>_30,Percentile_10_<VOL>_30,Percentile_60_<VOL>_30,Percentile_90_<VOL>_30,quantile_5_<VOL>_30,quantile_95_<VOL>_30,quantile_99_<VOL>_30,Max<CLOSE>_30,Mean<CLOSE>_30,Min<CLOSE>_30,Std<CLOSE>_30,Var<CLOSE>_30,Ptp<CLOSE>_30,Percentile_10_<CLOSE>_30,Percentile_60_<CLOSE>_30,Percentile_90_<CLOSE>_30,quantile_5_<CLOSE>_30,quantile_95_<CLOSE>_30,quantile_99_<CLOSE>_30,MaxRSI_30,MeanRSI_30,MinRSI_30,StdRSI_30,VarRSI_30,PtpRSI_30,Percentile_10_RSI_30,Percentile_60_RSI_30,Percentile_90_RSI_30,quantile_5_RSI_30,quantile_95_RSI_30,quantile_99_RSI_30,MaxMACD_30,MeanMACD_30,MinMACD_30,StdMACD_30,VarMACD_30,PtpMACD_30,Percentile_10_MACD_30,Percentile_60_MACD_30,Percentile_90_MACD_30,quantile_5_MACD_30,quantile_95_MACD_30,quantile_99_MACD_30,Max<VOL>_120,Mean<VOL>_120,Min<VOL>_120,Std<VOL>_120,Var<VOL>_120,Ptp<VOL>_120,Percentile_10_<VOL>_120,Percentile_60_<VOL>_120,Percentile_90_<VOL>_120,quantile_5_<VOL>_120,quantile_95_<VOL>_120,quantile_99_<VOL>_120,Max<CLOSE>_120,Mean<CLOSE>_120,Min<CLOSE>_120,Std<CLOSE>_120,Var<CLOSE>_120,Ptp<CLOSE>_120,Percentile_10_<CLOSE>_120,Percentile_60_<CLOSE>_120,Percentile_90_<CLOSE>_120,quantile_5_<CLOSE>_120,quantile_95_<CLOSE>_120,quantile_99_<CLOSE>_120,MaxRSI_120,MeanRSI_120,MinRSI_120,StdRSI_120,VarRSI_120,PtpRSI_120,Percentile_10_RSI_120,Percentile_60_RSI_120,Percentile_90_RSI_120,quantile_5_RSI_120,quantile_95_RSI_120,quantile_99_RSI_120,MaxMACD_120,MeanMACD_120,MinMACD_120,StdMACD_120,VarMACD_120,PtpMACD_120,Percentile_10_MACD_120,Percentile_60_MACD_120,Percentile_90_MACD_120,quantile_5_MACD_120,quantile_95_MACD_120,quantile_99_MACD_120,Close_Anterior,Gap_Target
37685,37685,115745,115850,115740,115745,1534,8443,5,27,2021,2,1,115745.0,27.443609022556387,1,0,116291.66666666669,0,-1,-0.4643763168078463,0,-1,116224.70904436402,0,-1,-1.0,0,-1,-39.66775165342551,0,-1,13396905025.0,977235035.0,71284249.0,13396905025.0,3176460.526315789,753.1516761829383,13396905025.0,13460178958.333334,13523751736.111113,13396905025.0,-53749.23678892417,0.2156453636120212,13396905025.0,13452428948.339914,13508182992.447071,13396905025.0,13460096816.72043,13523586677.474968,13396905025.0,-4591343.915125736,1573.5305212378423,1_0,1_0,1_0,1_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_-1,0_-1,0_-1,0_-1,0_-1,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,30131.0,11038.133333333331,3207.0,5940.952070066105,35294911.498822734,26924.0,4258.0,11120.6,16661.300000000007,3591.9500000000003,22195.699999999997,28087.370000000006,116450.0,116291.66666666669,115745.0,135.85827636563542,18457.47125704137,705.0,116174.0,116342.0,116426.0,116137.5,116435.0,116445.65,74.10714285714286,53.07951225136465,27.443609022556387,12.023746996324686,144.57049183162692,46.66353383458648,39.59016393442623,55.00540774388925,68.5144312393888,35.708530147263126,70.87313895781637,73.52953296703298,15.234071628845411,-27.632274117862597,-102.33131700570812,36.76127471021829,1351.3913183201348,117.56538863455351,-89.26759197997889,-8.837008245749168,8.607081700772689,-99.43995840144854,11.469173299153036,14.512129343147684,99017.0,22993.225,3207.0,17593.119292631112,309517846.44474906,95810.0,8013.0,21333.2,40564.7,6646.05,50795.29999999996,93279.19000000005,117015.0,116484.33333333331,115745.0,191.13431126326125,36532.32494208124,1270.0,116214.5,116565.0,116700.5,116189.25,116720.25,116863.6,76.19047619047619,44.13377942693761,12.558139534883722,16.001279410184527,256.0409427627952,63.63233665559247,20.48252397154346,51.7362371445856,62.743198974505056,15.041890969747518,67.10237131289763,73.7287087912088,27.939557987381704,-59.14154278958801,-215.3154169384361,65.51525424256927,4292.248538468492,243.2549749258178,-159.3147200453008,-25.97970580301481,12.356609709031185,-186.4050829275555,24.79804001906086,27.661259753563208,116300.0,0
38815,38815,118600,118645,118580,118600,1277,9106,5,29,2021,4,1,118600.0,34.082397003745314,0,0,119046.66666666669,0,-1,-0.4239956341043571,0,-1,119097.58986435505,0,-1,-1.0,0,-1,15.173544651799602,1,0,14065960000.0,1079971600.0,82919236.0,14065960000.0,4042172.2846441935,1161.6097855209075,14065960000.0,14118934666.666668,14172108844.444445,14065960000.0,-50285.88220477676,0.1797722977395559,14065960000.0,14124974157.912508,14184235911.498123,14065960000.0,14123089492.473118,14180451018.800323,14065960000.0,1799582.3957034328,230.23645730015636,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_1,0_0,0_0,0_1,0_0,0_1,0_1,0_-1,0_-1,0_-1,0_-1,0_0,-1_-1,-1_-1,-1_-1,-1_0,-1_-1,-1_-1,-1_0,-1_-1,-1_0,-1_0,24283.0,10823.8,3186.0,6148.35878521282,37802315.75170367,21097.0,4107.1,10761.2,19376.200000000004,3628.35,21570.1,23595.7,119330.0,119046.66666666669,118600.0,147.72022325004178,21821.264357042182,730.0,118954.5,119042.0,119320.5,118947.25,119325.0,119328.55,74.0,51.07825971492128,26.82926829268293,14.38724998624327,206.992962166657,47.170731707317074,34.00749063670411,56.43982683982684,69.00841750841751,29.938271604938272,71.39955849889624,73.66582781456954,67.37220783205703,-5.328491517685567,-36.008983408726635,28.4530239759007,809.57457337318,103.38119124078366,-34.25526072648063,-0.5835743278759775,34.47534205117265,-34.98558431622514,54.34549539154465,65.00184479218137,68517.0,26417.33333333333,3186.0,15324.8289147419,234850381.2661094,65331.0,7364.8,27092.8,49970.2,5880.35,56781.4,66313.19000000002,119400.0,118889.95833333331,118230.0,300.30201594174895,90181.30077867844,1170.0,118389.5,119020.0,119265.0,118264.0,119320.25,119377.15,82.95454545454545,55.59664861591289,17.829457364341096,14.677713550389,215.43527506727287,65.12508809020436,35.990099009900995,60.800264550264544,74.58074534161491,32.51718907987867,76.61465201465201,79.14938173115277,157.1776400101662,42.82026360273037,-39.17091824936506,58.12533191202816,3378.5542098834394,196.34855825953127,-26.67518688274431,56.70035964944108,136.23373415262907,-33.20688323587383,145.08150731936402,154.90320164666556,119325.0,0
42765,42765,119600,119790,119575,119750,10116,24956,5,9,2021,1,2,119750.0,55.421686746987945,0,0,119719.83333333331,1,0,-0.0083500334001285,0,-1,119686.21831389226,1,0,0.0,1,0,-11.2583027590008,0,-1,14340062500.0,2988481000.0,622801936.0,14340062500.0,6636746.987951807,3071.563361881259,14340062500.0,14336450041.666666,14332838493.36111,14340062500.0,-999.9164996653903,6.972305778326185e-05,14340062500.0,14332424643.088598,14324790854.280678,14340062500.0,14334784486.55914,14329508415.7476,14340062500.0,-1348181.7553903456,126.749381013325,0_1,0_0,0_1,0_1,0_0,1_0,1_1,1_1,1_0,0_1,0_1,0_0,1_1,1_0,1_0,0_0,0_-1,0_0,0_0,0_-1,0_-1,0_0,0_0,0_-1,-1_0,-1_0,-1_-1,0_0,0_-1,0_-1,24956.0,9137.966666666667,1815.0,6267.6530474311685,39283474.72297321,23141.0,3325.4,8952.199999999997,19993.5,2259.65,21552.84999999999,24338.01,119795.0,119719.83333333331,119625.0,47.60620298015871,2266.350562188072,170.0,119649.5,119739.0,119775.0,119639.5,119780.5,119792.1,59.81308411214953,45.758292226325885,32.39436619718309,7.266606328974642,52.80356754029433,27.418717914966443,37.95566244902227,48.11422109132033,54.7421686746988,33.52944383860414,56.72874986183264,59.228757609534426,47.69637764188519,15.31060606411144,-18.85974168295797,19.739327592600944,389.641053808017,66.55611932484317,-12.932675435043343,23.8074859849381,37.46094728813041,-17.833746336874174,38.38642077987387,45.139617772327625,70051.0,22007.68333333333,1815.0,13586.203073313218,184584913.9493055,68236.0,6511.6,22841.0,39750.1,4357.2,48377.6,65123.98000000001,119910.0,119619.125,119385.0,114.283780862512,13060.782568230665,525.0,119469.5,119660.0,119760.5,119429.75,119785.5,119842.15,80.55555555555556,52.2244886218873,32.39436619718309,10.32874473181394,106.6829677349742,48.16118935837247,39.09494232475599,54.453099642973065,64.56631892697466,36.58729354544533,71.56974153297682,77.29069767441861,84.90365295666561,14.616865115927066,-39.27606804396783,28.357481916401788,804.1467806390544,124.17972100063344,-19.031718729289423,22.90428891836491,52.61873839774053,-25.914076690705407,67.68606909501541,79.92854452326415,119670.0,0
44460,44460,119010,119105,118835,118850,9746,28388,5,12,2021,4,2,118850.0,34.09090909090909,0,0,119293.5,0,-1,-0.4064189047638944,0,-1,119331.82269691068,0,-1,-1.0,0,-1,21.400009031189256,1,0,14125322500.0,3373913800.0,805878544.0,14125322500.0,4051704.545454546,1162.1900826446283,14125322500.0,14178032475.0,14230939142.25,14125322500.0,-48302.88683118885,0.1651763261494835,14125322500.0,14182587127.527834,14240083908.166924,14125322500.0,14181933438.70968,14238771260.620188,14125322500.0,2543391.073356843,457.96038653498175,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_1,0_0,0_0,0_1,0_0,0_1,0_1,0_-1,0_-1,0_-1,0_-1,0_0,-1_-1,-1_-1,-1_-1,-1_0,-1_-1,-1_-1,-1_0,-1_-1,-1_0,-1_0,28388.0,8416.766666666666,2783.0,5172.797140233311,26757830.25400592,25605.0,3888.9,7557.4,12628.100000000006,2945.2000000000003,16545.899999999998,24992.68000000001,119600.0,119293.5,118850.0,133.99144332669124,17953.706884769912,750.0,119209.5,119282.0,119466.0,119196.75,119477.75,119565.2,80.0,61.09708127291593,34.09090909090909,10.972802751438076,120.40240022196704,45.90909090909091,48.68085106382979,65.7012987012987,72.61949265687583,46.06382978723404,75.44485981308411,78.84,72.76401042939688,19.280275564486995,-0.2143293070257641,21.889437114316944,479.1474571816361,72.97833973642264,1.3477310375048546,14.536420752500996,53.34378870508081,1.0222803356948136,59.187082332172565,69.32377570294601,50704.0,18340.483333333334,2783.0,10439.798877600964,108989400.60475837,47921.0,6350.8,18693.6,32096.6,5379.95,36130.45,45912.30000000001,119600.0,119261.0,118850.0,81.32464254348385,6613.697484825423,750.0,119194.5,119262.0,119350.0,119170.0,119415.25,119479.05,80.0,52.57543027157153,27.77777777777777,11.029333809227197,121.64620427536212,52.22222222222223,38.53781512605041,53.20833333333333,69.34850863422292,35.7716049382716,72.45421245421245,75.76560747663552,79.61342483964108,13.200769903591691,-25.105059696245007,25.017640329055887,625.8823276340036,104.71848453588608,-10.42506444669416,5.807181077590203,48.18319317477149,-14.782156930407654,68.31691786411028,76.80941759935523,119600.0,0
45350,45350,120600,120615,120410,120445,8267,23107,5,18,2021,3,2,120445.0,42.85714285714285,0,0,120600.5,0,-1,-0.1285240464344972,0,-1,120626.68446981609,0,-1,1.0,0,-1,11.323069640886388,1,0,14506998025.0,2783122615.0,533933449.0,14506998025.0,5161928.571428571,1836.7346938775509,14506998025.0,14525727222.5,14544480600.25,14506998025.0,-15480.078772803015,0.0165184305118967,14506998025.0,14528881010.967,14550797006.180569,14506998025.0,14526965992.849464,14546961445.347322,14506998025.0,1363807.122896561,128.211906092363,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_1,0_0,0_0,0_1,0_0,0_1,0_1,0_-1,0_-1,0_-1,0_-1,0_0,-1_-1,-1_-1,-1_-1,-1_0,-1_-1,-1_-1,-1_0,-1_-1,-1_0,-1_0,23107.0,9092.233333333334,3455.0,4784.082931491382,22887449.49538717,19652.0,5801.700000000001,8420.8,17564.9,4517.45,19543.59999999999,22477.120000000003,120780.0,120600.5,120445.0,59.94753440611533,3593.7068813723813,335.0,120549.5,120605.0,120672.0,120539.5,120690.0,120753.9,81.08108108108108,50.710489205823,33.33333333333333,10.882877016165535,118.4370121489841,47.74774774774775,40.15781686667762,51.84053156146179,69.06896551724138,37.301084990958415,70.0,77.86756756756758,30.513414538567304,-1.6582847950747237,-14.752525652846089,10.799952205043263,116.63896763121888,45.26594019141339,-12.59857055080356,-3.0965733667602766,11.838907234637016,-13.795094573545793,18.66654330835298,27.596285979550316,66034.0,18029.85,3455.0,10967.14502629234,120278270.02772884,62579.0,6608.3,17746.399999999998,32073.10000000001,6057.7,37136.2,59907.17000000004,120780.0,120580.16666666669,120340.0,94.3908674562164,8909.635859137012,440.0,120404.5,120620.0,120675.5,120389.75,120690.25,120747.4,81.08108108108108,47.53933626710063,12.7659574468085,15.684268633163205,245.9962825572272,68.31512363427258,25.247252747252745,53.17006802721088,68.56321839080461,22.68939393939393,70.01648351648352,78.11005692599622,48.94769166613696,-4.593938231617843,-64.46513852295175,30.131476473477143,907.9058744717066,113.41283018908872,-57.31842777233396,2.78885140646889,33.29507988037949,-59.86778088854626,42.44311451591493,48.22195146588071,120780.0,0
49849,49849,110000,110570,110000,110240,15332,26712,5,2,2021,1,3,110240.0,48.50299401197604,0,0,110247.0,0,-1,0.0272207603665641,1,0,110280.52414490658,0,-1,-1.0,0,-1,-31.445043097643065,0,-1,12152857600.0,2944730880.0,713530944.0,12152857600.0,5346970.059880239,2352.540428125784,12152857600.0,12153629280.0,12154401009.0,12152857600.0,3000.816622810035,0.0007409697949339,12152857600.0,12157324981.7345,12161794005.675323,12152857600.0,12153701587.95699,12154545634.526997,12152857600.0,-3466501.5510841715,988.7907354126298,0_0,0_1,0_0,0_0,0_0,0_1,0_0,0_0,0_0,1_0,1_0,1_0,0_0,0_0,0_0,0_-1,0_0,0_-1,0_-1,0_-1,-1_0,-1_-1,-1_-1,-1_-1,0_-1,0_-1,0_-1,-1_-1,-1_-1,-1_-1,32698.0,15019.866666666669,2123.0,8168.8530226543135,66730159.70572852,30575.0,4986.900000000001,17805.2,26481.6,4225.1,27447.349999999995,31349.790000000005,110470.0,110247.0,110120.0,61.62455853424883,3797.58621454106,350.0,110198.0,110250.0,110297.5,110166.25,110331.0,110432.3,67.47967479674796,40.25162054974547,20.87912087912088,12.21570825748782,149.22352823205614,46.60055391762708,26.799783403276027,45.31902206320812,55.86270022883296,24.86941313641664,57.78772378516624,64.96939263510282,-30.635119036058317,-129.50775486009223,-187.95356372807876,50.73966805429532,2574.5139142600765,157.31844469202042,-184.96543588726928,-112.6675425903697,-61.05106087588064,-185.83709633915424,-40.95304737978373,-30.86999701391789,97181.0,33493.325,2123.0,19283.01759360659,371834767.5153413,95058.0,12450.8,34310.0,58898.1,6703.0,66224.39999999997,86993.52,112415.0,111148.75,110120.0,744.0151264718085,553558.5084188611,2295.0,110234.5,111321.0,112321.0,110210.0,112360.5,112390.0,67.47967479674796,37.67165607722881,10.63829787234043,13.196591748468146,174.15003377573757,56.84137692440753,16.7624140565317,42.14452214452214,53.21701106061905,12.57852655625357,55.807807807807805,61.54344965189337,6.375628045061603,-118.55845169734144,-275.3024542190251,69.96215532327659,4894.70317747828,281.6780822640867,-199.428254512242,-115.18506390865367,-5.437118322284364,-241.58084789627463,-0.6689107234618885,4.846544101408953,110470.0,0
55985,55985,113645,113680,113590,113660,4068,14009,5,17,2021,2,3,113660.0,31.0880829015544,0,0,114053.33333333331,0,-1,-0.4161738292373096,0,-1,114062.62347871032,0,-1,-1.0,0,-1,4.627228070952697,1,0,12918595600.0,1592262940.0,196252081.0,12918595600.0,3533471.502590673,966.4688984939193,12918595600.0,12963301866.666666,13008162844.444445,12918595600.0,-47302.31743111261,0.1732006561420453,12918595600.0,12964357784.590216,13010282074.84604,12918595600.0,12965367301.075268,13012308338.825296,12918595600.0,525930.7425444835,21.411239620612616,0_0,0_0,0_0,0_0,0_1,0_0,0_0,0_0,0_1,0_0,0_0,0_1,0_0,0_1,0_1,0_-1,0_-1,0_-1,0_-1,0_0,-1_-1,-1_-1,-1_-1,-1_0,-1_-1,-1_-1,-1_0,-1_-1,-1_0,-1_0,25151.0,8855.3,2282.0,5544.4740874914105,30741192.90686371,22869.0,2921.5,7924.4,16795.3,2736.4,17334.149999999998,22977.160000000007,114240.0,114053.33333333331,113660.0,106.33659419094126,11307.47126412892,580.0,113984.5,114044.0,114181.5,113980.0,114197.75,114228.4,80.64516129032258,56.1529407419257,29.545454545454547,16.057093346085836,257.830246724914,51.09970674486803,40.0,56.35869565217392,78.10606060606061,35.09844559585492,79.89285714285714,80.45806451612903,46.927249857995776,8.659519882614648,-11.00598451118276,17.87597912373211,319.5506296321063,57.933234369178535,-8.422103322950715,4.6550358332402535,38.06301184563927,-9.953159726543529,40.01873899349229,45.26064479569919,55085.0,17299.058333333334,2282.0,11176.468478550123,124913447.65202457,52803.0,4694.9,17548.8,32577.4,3481.35,37716.95,46550.54,114240.0,113995.83333333331,113660.0,107.21519504709838,11495.098048987347,580.0,113849.5,114030.0,114105.5,113744.75,114140.5,114199.05,87.5,58.463100550064944,29.545454545454547,14.370390707898366,206.5081290976517,57.95454545454545,41.13289760348584,62.80243161094225,78.47619047619048,38.678955453149,81.24045407636739,84.45141065830721,63.62988587346626,23.27716195738091,-20.05762805318227,25.04912427997343,627.4586271935544,83.68751392664853,-3.957678152220615,30.47207101611708,59.95273561287322,-7.457122201927268,61.00463912032501,63.08338149625823,114240.0,0
56520,56520,116345,116350,116225,116235,3217,9796,5,18,2021,3,3,116235.0,25.30864197530865,1,0,116621.0,0,-1,-0.3130360205831906,0,-1,116574.75131520563,0,-1,-1.0,0,-1,-21.741844857417163,0,-1,13510575225.0,1138638060.0,95961616.0,13510575225.0,2941750.0000000005,640.5273586343548,13510575225.0,13555441935.0,13600457641.0,13510575225.0,-36385.741852487154,0.0979915501825597,13510575225.0,13550066219.122929,13589672644.202038,13510575225.0,13554164599.83871,13597894607.742052,13510575225.0,-2527163.337001884,472.7078178039972,1_0,1_0,1_0,1_0,1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_-1,0_-1,0_-1,0_-1,0_-1,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,33060.0,9475.466666666667,2546.0,5967.687155135656,35613289.9815711,30514.0,3575.9,9013.8,14706.8,3268.75,17973.499999999985,29432.68000000001,116760.0,116621.0,116235.0,85.1408568927156,7248.965512425879,525.0,116589.5,116632.0,116680.5,116579.5,116720.75,116757.1,72.72727272727272,47.98232300983133,25.30864197530865,11.508667052413848,132.44941732331606,47.41863075196407,37.053763440860216,45.92696629213483,64.32835820895522,34.29411764705882,67.62916188289321,71.7132867132867,23.75911240672576,1.4865601279763117,-21.741844857417163,11.927118447912855,142.25615447054318,45.500957264142926,-8.535630951137865,-1.9464727660873933,19.9503788906528,-8.891128896262671,22.6580528624203,23.548361599370256,74885.0,19449.241666666665,2546.0,14006.726385331416,196188384.03353927,72339.0,6739.0,19980.4,34351.60000000001,5135.95,46494.54999999999,71552.33,116865.0,116566.875,116235.0,132.61915921873742,17587.841391884824,630.0,116368.0,116615.0,116685.0,116298.25,116760.25,116816.2,85.71428571428571,51.99675801385696,18.032786885245898,14.694445829196642,215.9267382271946,67.68149882903981,31.16430358632193,56.37137330754352,69.34472934472934,29.97887323943662,77.04697210579563,81.12266405910474,184.64790120087852,38.42800649240344,-21.741844857417163,50.19966574942132,2520.0064413536243,206.3897460582957,-5.307809266795812,23.78826833394705,121.976519499709,-6.853793008522916,133.84260456208793,179.01873711475858,116610.0,0
57055,57055,115210,115600,115210,115345,10809,25692,5,19,2021,4,3,115345.0,73.80952380952381,0,-1,115097.16666666669,1,0,0.204152549735026,1,0,115224.82909490955,1,0,1.0,1,0,67.8279632210324,1,0,13304469025.0,2963443740.0,660078864.0,13304469025.0,8513559.523809524,5447.845804988662,13304469025.0,13275882689.166668,13247357774.694445,13304469025.0,23547.97584918658,0.0416782635633122,13304469025.0,13290607911.952345,13276761239.951118,13304469025.0,13280898956.39785,13257370644.301191,13304469025.0,7823616.417729983,4600.632594713725,0_1,0_1,0_1,0_1,0_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,-1_0,-1_0,-1_0,-1_0,-1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,25692.0,9947.533333333333,3645.0,5249.776472960893,27560153.01605372,22047.0,4764.0,9900.799999999996,14879.4,4445.3,19560.29999999998,24728.910000000003,115345.0,115097.16666666669,114985.0,95.19203215766905,9061.522986306694,360.0,114999.5,115097.0,115236.0,114995.0,115295.5,115331.95,76.92307692307693,56.0047298373842,31.57894736842105,12.806170851417496,163.99801187569506,45.34412955465588,40.889830508474574,60.2688028482421,71.73952641165756,33.287024173381496,73.42310694769711,76.02014652014653,74.41280433125212,38.57800876211647,20.71108468665625,16.105607661914526,259.3905981595199,53.70171964459587,22.1461952310754,37.812548688653614,59.62783704776958,21.257447909725308,67.79541632434848,72.50320040928841,89501.0,25029.625,3645.0,15351.955009799249,235682522.6229002,85856.0,6451.1,27206.2,45151.50000000001,5156.75,48881.349999999984,61444.01000000001,115345.0,114906.0,114425.0,217.3190351380388,47227.56303332814,920.0,114584.5,115012.0,115120.5,114544.5,115175.25,115298.1,88.9908256880734,52.68802056526766,12.5,18.347288186349925,336.6229837929755,76.4908256880734,29.874870292376247,55.877483443708606,81.17647058823529,22.6898101898102,84.92761873780091,88.61954459203037,92.66478022144292,-16.174505162648952,-131.24523469420092,72.38640163140971,5239.791141143755,223.91001491564384,-98.5205264935823,23.083198549161885,84.94156705094792,-112.3288164971178,89.58935583463389,92.55449384102744,115300.0,0
58125,58125,114430,114650,114350,114535,13621,35013,5,23,2021,1,3,114535.0,23.481781376518228,1,0,115162.0,0,-1,-0.5340859748154569,0,-1,115184.20176263146,0,-1,-1.0,0,-1,17.78577883062826,1,0,13118266225.0,4010213955.0,1225910169.0,13118266225.0,2689485.829959515,551.3940566145983,13118266225.0,13190079670.0,13262286244.0,13118266225.0,-61171.53712548836,0.2852478284945769,13118266225.0,13192622548.882994,13267400335.694592,13118266225.0,13193936913.225803,13270044096.104055,13118266225.0,2037094.178366008,316.33392861202435,1_0,1_0,1_0,1_0,1_1,0_0,0_0,0_0,0_1,0_0,0_0,0_1,0_0,0_1,0_1,0_-1,0_-1,0_-1,0_-1,0_0,-1_-1,-1_-1,-1_-1,-1_0,-1_-1,-1_-1,-1_0,-1_-1,-1_0,-1_0,35013.0,12520.5,2850.0,6861.639980653203,47082103.22409849,32163.0,5202.900000000001,12965.2,18711.2,4172.85,24142.99999999997,33050.86000000001,115425.0,115162.0,114535.0,170.46892728510423,29059.65516973416,890.0,115060.5,115167.0,115388.5,115000.75,115422.75,115425.0,82.45614035087719,62.56669587909081,23.481781376518228,13.29140456748386,176.6614353765308,58.97435897435896,49.219736087205966,69.54703832752612,78.16296296296296,46.17857142857142,81.18421052631578,82.45614035087719,86.6207549556566,30.757720487435776,2.3676482954178937,23.174879338985917,537.0750323765561,84.2531066602387,9.409743782457374,31.38905402290693,68.78396810555424,3.5796187281353924,80.32075835353096,85.6026900248148,79882.0,21946.025,2850.0,14270.396930204342,203644228.54558557,77032.0,7180.4,21844.2,36492.70000000001,5584.0,47325.34999999999,79098.64000000001,115445.0,115138.33333333331,114535.0,142.20699398950686,20222.82913953164,910.0,114994.0,115139.0,115355.5,114970.0,115385.25,115425.0,82.45614035087719,49.347730903752925,18.96551724137932,14.697038021107502,216.00292659387952,63.49062310949788,30.09016530305561,52.28158390949089,71.56416355193113,25.80371869845554,74.00833333333334,81.91910331384017,86.6207549556566,-8.063219641532003,-78.7459062988346,35.69761044945328,1274.319391800916,165.3666612544912,-56.18567595651693,1.7483395673218105,33.046248644210586,-67.69835482033304,49.96364114944153,81.93242779246897,115420.0,0
